id_venda,data_venda,id_produto,id_cliente,canal_venda,quantidade,preco_unitario,custo_unitario,regiao,receita_liquida,custo_total,margem_bruta_total,mes_nome,ano_mes,id_prod_ref,nome_produto,categoria_produto,marca_produto,faixa_etaria,genero_cliente,estado_cliente,meta_receita,meta_margem
285,2024-05-23,3,41,Site,3,6714.17,1828.9,Sudeste,20142.510000000002,5486.700000000001,14655.810000000001,May,2024-05-01,3,Produto_3,Acessório,TechOne,46-60,M,PR,,
286,2024-09-25,12,1,Marketplace,4,4389.69,616.11,Norte,17558.76,2464.44,15094.319999999998,Sep,2024-09-01,12,Produto_12,Acessório,SmartHub,26-35,F,SP,,
287,2024-05-03,13,2,App,4,3053.08,4034.58,Norte,12212.32,16138.32,-3926.0,May,2024-05-01,13,Produto_13,Smartphone,SmartHub,26-35,M,MG,,
288,2024-04-15,2,48,Marketplace,3,5040.11,869.29,Norte,15120.329999999998,2607.87,12512.46,Apr,2024-04-01,2,Produto_2,Smartphone,NovaTech,26-35,M,PR,,
289,2024-06-06,3,29,Site,4,197.49,5122.93,Sul,789.96,20491.72,-19701.760000000002,Jun,2024-06-01,3,Produto_3,Acessório,TechOne,46-60,F,PR,242511.4,53.36185845283974
290,2024-05-26,5,33,Site,2,1229.39,4917.77,Norte,2458.78,9835.54,-7376.76,May,2024-05-01,5,Produto_5,Smartphone,NovaTech,36-45,F,BA,,
291,2024-05-24,11,10,Marketplace,5,5964.12,160.88,Norte,29820.6,804.4,29016.199999999997,May,2024-05-01,11,Produto_11,Acessório,TechOne,18-25,F,SP,,
292,2024-04-29,8,50,Marketplace,5,2028.88,5382.7,Sul,10144.400000000001,26913.5,-16769.1,Apr,2024-04-01,8,Produto_8,Notebook,TechOne,46-60,M,SP,,
293,2024-11-14,12,40,Marketplace,2,4824.27,251.35,Nordeste,9648.54,502.7,9145.84,Nov,2024-11-01,12,Produto_12,Acessório,SmartHub,18-25,M,SP,390819.29,42.07243455152892
294,2024-10-01,7,21,Site,5,3142.31,1498.7,Sudeste,15711.55,7493.5,8218.05,Oct,2024-10-01,7,Produto_7,Acessório,DataX,46-60,F,MG,,
295,2024-04-01,15,28,Marketplace,1,6852.97,271.74,Norte,6852.97,271.74,6581.2300000000005,Apr,2024-04-01,15,Produto_15,Notebook,DataX,26-35,F,BA,,
296,2024-02-27,17,11,Marketplace,2,7624.08,2068.19,Sudeste,15248.16,4136.38,11111.779999999999,Feb,2024-02-01,17,Produto_17,Notebook,NovaTech,36-45,F,RS,,
297,2024-12-11,4,34,App,4,7080.16,3122.09,Centro-Oeste,28320.64,12488.36,15832.279999999999,Dec,2024-12-01,4,Produto_4,Acessório,TechOne,46-60,M,RJ,,
298,2024-08-16,13,8,Marketplace,2,2237.9,4796.14,Sudeste,4475.8,9592.28,-5116.4800000000005,Aug,2024-08-01,13,Produto_13,Smartphone,SmartHub,46-60,F,PR,,
299,2024-04-26,18,22,Marketplace,3,1633.89,2080.85,Sul,4901.67,6242.549999999999,-1340.8799999999992,Apr,2024-04-01,18,Produto_18,Notebook,NovaTech,26-35,M,RS,,
300,2024-11-13,1,8,App,4,3848.04,4256.5,Sudeste,15392.16,17026.0,-1633.8400000000001,Nov,2024-11-01,1,Produto_1,Acessório,NovaTech,46-60,F,PR,390819.29,42.07243455152892
301,2024-10-05,16,49,Site,3,157.94,1190.03,Sudeste,473.82,3570.09,-3096.27,Oct,2024-10-01,16,Produto_16,Smartphone,NovaTech,26-35,M,PR,,
302,2024-05-06,13,15,App,4,303.89,4523.54,Sudeste,1215.56,18094.16,-16878.6,May,2024-05-01,13,Produto_13,Smartphone,SmartHub,18-25,F,RJ,,
303,2024-05-08,10,17,Site,5,4471.0,1477.1,Nordeste,22355.0,7385.5,14969.5,May,2024-05-01,10,Produto_10,Acessório,TechOne,36-45,M,PR,,
304,2024-02-27,12,23,App,2,4211.55,929.78,Nordeste,8423.1,1859.56,6563.540000000001,Feb,2024-02-01,12,Produto_12,Acessório,SmartHub,26-35,F,PE,,
305,2024-05-01,2,24,App,1,7957.2,1177.62,Centro-Oeste,7957.2,1177.62,6779.58,May,2024-05-01,2,Produto_2,Smartphone,NovaTech,26-35,M,MG,,
306,2024-01-01,3,45,Site,4,1694.55,1157.81,Sul,6778.2,4631.24,2146.96,Jan,2024-01-01,3,Produto_3,Acessório,TechOne,26-35,F,RS,230049.16,71.02088962202687
307,2024-08-26,10,19,Site,4,2139.02,3116.15,Sudeste,8556.08,12464.6,-3908.5200000000004,Aug,2024-08-01,10,Produto_10,Acessório,TechOne,46-60,M,PE,,
308,2024-10-16,2,5,Site,3,996.97,5081.2,Sudeste,2990.91,15243.599999999999,-12252.689999999999,Oct,2024-10-01,2,Produto_2,Smartphone,NovaTech,36-45,F,MG,,
309,2024-04-05,13,32,Marketplace,5,7348.59,551.26,Sudeste,36742.95,2756.3,33986.649999999994,Apr,2024-04-01,13,Produto_13,Smartphone,SmartHub,46-60,F,SP,,
310,2024-05-05,13,44,Marketplace,3,6244.71,4265.18,Sudeste,18734.13,12795.54,5938.59,May,2024-05-01,13,Produto_13,Smartphone,SmartHub,46-60,M,RJ,,
311,2024-04-27,18,1,Site,3,6596.48,3953.73,Nordeste,19789.44,11861.19,7928.249999999998,Apr,2024-04-01,18,Produto_18,Notebook,NovaTech,26-35,F,SP,,
312,2024-02-17,3,23,Marketplace,5,7231.83,5245.32,Centro-Oeste,36159.15,26226.6,9932.550000000003,Feb,2024-02-01,3,Produto_3,Acessório,TechOne,26-35,F,PE,,
313,2024-03-29,7,37,App,1,4246.71,1525.35,Norte,4246.71,1525.35,2721.36,Mar,2024-03-01,7,Produto_7,Acessório,DataX,36-45,M,PE,541782.03,12.319602036265396
314,2024-08-24,14,8,Site,3,3664.43,2744.65,Sul,10993.289999999999,8233.95,2759.3399999999983,Aug,2024-08-01,14,Produto_14,Acessório,SmartHub,46-60,F,PR,,
315,2024-09-28,20,13,Site,3,2710.09,5560.9,Sudeste,8130.27,16682.699999999997,-8552.429999999997,Sep,2024-09-01,20,Produto_20,Notebook,SmartHub,36-45,F,SP,,
316,2024-07-07,17,8,App,4,4754.8,3987.16,Centro-Oeste,19019.2,15948.64,3070.5600000000013,Jul,2024-07-01,17,Produto_17,Notebook,NovaTech,46-60,F,PR,536793.41,22.771958023851298
317,2024-07-10,12,23,Marketplace,5,3688.8,2381.51,Norte,18444.0,11907.550000000001,6536.449999999999,Jul,2024-07-01,12,Produto_12,Acessório,SmartHub,26-35,F,PE,536793.41,22.771958023851298
318,2024-03-09,16,43,Marketplace,2,3667.37,857.96,Centro-Oeste,7334.74,1715.92,5618.82,Mar,2024-03-01,16,Produto_16,Smartphone,NovaTech,46-60,F,RJ,541782.03,12.319602036265396
319,2024-10-04,12,1,Site,1,7501.73,1633.91,Nordeste,7501.73,1633.91,5867.82,Oct,2024-10-01,12,Produto_12,Acessório,SmartHub,26-35,F,SP,,
320,2024-12-14,15,45,Site,1,7873.85,3520.8,Norte,7873.85,3520.8,4353.05,Dec,2024-12-01,15,Produto_15,Notebook,DataX,26-35,F,RS,,
321,2024-09-03,10,24,App,5,6392.23,4331.55,Centro-Oeste,31961.149999999998,21657.75,10303.399999999998,Sep,2024-09-01,10,Produto_10,Acessório,TechOne,26-35,M,MG,,
322,2024-03-16,7,35,Site,4,6078.39,816.58,Nordeste,24313.56,3266.32,21047.24,Mar,2024-03-01,7,Produto_7,Acessório,DataX,18-25,M,PR,541782.03,12.319602036265396
323,2024-06-02,20,24,Site,4,5476.41,3629.62,Centro-Oeste,21905.64,14518.48,7387.16,Jun,2024-06-01,20,Produto_20,Notebook,SmartHub,26-35,M,MG,242511.4,53.36185845283974
324,2024-05-23,5,17,Site,5,1411.99,3338.08,Centro-Oeste,7059.95,16690.4,-9630.45,May,2024-05-01,5,Produto_5,Smartphone,NovaTech,36-45,M,PR,,
325,2024-03-26,1,5,Marketplace,4,566.94,3122.62,Norte,2267.76,12490.48,-10222.72,Mar,2024-03-01,1,Produto_1,Acessório,NovaTech,36-45,F,MG,541782.03,12.319602036265396
326,2024-07-03,17,20,Marketplace,1,5556.74,4165.53,Nordeste,5556.74,4165.53,1391.21,Jul,2024-07-01,17,Produto_17,Notebook,NovaTech,18-25,F,BA,536793.41,22.771958023851298
327,2024-10-11,3,21,App,1,5857.41,5037.7,Sudeste,5857.41,5037.7,819.71,Oct,2024-10-01,3,Produto_3,Acessório,TechOne,46-60,F,MG,,
328,2024-08-07,13,40,Marketplace,2,471.09,1992.1,Sul,942.18,3984.2,-3042.02,Aug,2024-08-01,13,Produto_13,Smartphone,SmartHub,18-25,M,SP,,
329,2024-03-09,14,31,Site,5,7431.61,5342.95,Norte,37158.049999999996,26714.75,10443.299999999996,Mar,2024-03-01,14,Produto_14,Acessório,SmartHub,36-45,F,MG,541782.03,12.319602036265396
330,2024-02-16,18,46,App,3,820.01,1030.95,Nordeste,2460.0299999999997,3092.8500000000004,-632.8200000000006,Feb,2024-02-01,18,Produto_18,Notebook,NovaTech,26-35,F,BA,,
331,2024-04-03,4,36,Site,3,2358.61,1104.3,Centro-Oeste,7075.83,3312.8999999999996,3762.9300000000003,Apr,2024-04-01,4,Produto_4,Acessório,TechOne,46-60,M,PR,,
332,2024-08-25,18,11,App,2,5411.88,1659.29,Nordeste,10823.76,3318.58,7505.18,Aug,2024-08-01,18,Produto_18,Notebook,NovaTech,36-45,F,RS,,
333,2024-07-22,5,15,Marketplace,2,1441.99,787.62,Sul,2883.98,1575.24,1308.74,Jul,2024-07-01,5,Produto_5,Smartphone,NovaTech,18-25,F,RJ,536793.41,22.771958023851298
334,2024-08-05,16,19,App,4,537.79,1443.49,Sul,2151.16,5773.96,-3622.8,Aug,2024-08-01,16,Produto_16,Smartphone,NovaTech,46-60,M,PE,,
335,2024-12-06,1,7,Site,2,2716.06,709.96,Sudeste,5432.12,1419.92,4012.2,Dec,2024-12-01,1,Produto_1,Acessório,NovaTech,36-45,F,RJ,,
336,2024-02-08,14,28,App,2,6151.18,4944.77,Sudeste,12302.36,9889.54,2412.8199999999997,Feb,2024-02-01,14,Produto_14,Acessório,SmartHub,26-35,F,BA,,
337,2024-04-09,15,43,Site,3,3368.06,902.7,Sul,10104.18,2708.1000000000004,7396.08,Apr,2024-04-01,15,Produto_15,Notebook,DataX,46-60,F,RJ,,
338,2024-10-15,9,5,Marketplace,4,5258.49,4504.0,Norte,21033.96,18016.0,3017.959999999999,Oct,2024-10-01,9,Produto_9,Acessório,NovaTech,36-45,F,MG,,
339,2024-09-10,15,5,App,2,4678.99,363.65,Norte,9357.98,727.3,8630.68,Sep,2024-09-01,15,Produto_15,Notebook,DataX,36-45,F,MG,,
340,2024-08-09,17,30,App,2,275.53,5695.24,Centro-Oeste,551.06,11390.48,-10839.42,Aug,2024-08-01,17,Produto_17,Notebook,NovaTech,46-60,M,PE,,
341,2024-12-22,4,32,App,4,7909.47,4290.07,Sudeste,31637.88,17160.28,14477.600000000002,Dec,2024-12-01,4,Produto_4,Acessório,TechOne,46-60,F,SP,,
342,2024-01-23,12,8,App,5,427.28,120.24,Centro-Oeste,2136.3999999999996,601.1999999999999,1535.1999999999998,Jan,2024-01-01,12,Produto_12,Acessório,SmartHub,46-60,F,PR,230049.16,71.02088962202687
343,2024-09-06,5,10,Site,4,7745.64,4602.03,Sudeste,30982.56,18408.12,12574.440000000002,Sep,2024-09-01,5,Produto_5,Smartphone,NovaTech,18-25,F,SP,,
344,2024-01-10,5,38,App,3,4443.93,3123.36,Sul,13331.79,9370.08,3961.710000000001,Jan,2024-01-01,5,Produto_5,Smartphone,NovaTech,36-45,M,PR,230049.16,71.02088962202687
345,2024-09-02,11,47,Site,5,7708.96,4693.84,Norte,38544.8,23469.2,15075.600000000002,Sep,2024-09-01,11,Produto_11,Acessório,TechOne,26-35,F,MG,,
346,2024-11-20,6,32,Marketplace,1,1006.55,3173.18,Norte,1006.55,3173.18,-2166.63,Nov,2024-11-01,6,Produto_6,Smartphone,DataX,46-60,F,SP,390819.29,42.07243455152892
347,2024-04-09,7,48,Marketplace,4,3974.23,3874.87,Sul,15896.92,15499.48,397.4400000000005,Apr,2024-04-01,7,Produto_7,Acessório,DataX,26-35,M,PR,,
348,2024-10-16,14,28,Marketplace,3,1439.08,4735.08,Centro-Oeste,4317.24,14205.24,-9888.0,Oct,2024-10-01,14,Produto_14,Acessório,SmartHub,26-35,F,BA,,
349,2024-06-28,11,17,App,5,502.7,2478.24,Centro-Oeste,2513.5,12391.199999999999,-9877.699999999999,Jun,2024-06-01,11,Produto_11,Acessório,TechOne,36-45,M,PR,242511.4,53.36185845283974
350,2024-08-10,13,31,App,4,4978.48,96.03,Nordeste,19913.92,384.12,19529.8,Aug,2024-08-01,13,Produto_13,Smartphone,SmartHub,36-45,F,MG,,
351,2024-09-06,2,8,Site,2,1741.49,5111.68,Sudeste,3482.98,10223.36,-6740.380000000001,Sep,2024-09-01,2,Produto_2,Smartphone,NovaTech,46-60,F,PR,,
352,2024-05-26,7,40,Marketplace,4,4742.81,2334.87,Centro-Oeste,18971.24,9339.48,9631.760000000002,May,2024-05-01,7,Produto_7,Acessório,DataX,18-25,M,SP,,
353,2024-04-05,20,25,Site,1,987.68,3016.57,Sul,987.68,3016.57,-2028.8900000000003,Apr,2024-04-01,20,Produto_20,Notebook,SmartHub,18-25,F,MG,,
354,2024-09-13,4,9,App,4,2722.69,125.98,Centro-Oeste,10890.76,503.92,10386.84,Sep,2024-09-01,4,Produto_4,Acessório,TechOne,46-60,F,RJ,,
355,2024-11-20,8,2,Site,5,6274.9,2993.18,Norte,31374.5,14965.9,16408.6,Nov,2024-11-01,8,Produto_8,Notebook,TechOne,26-35,M,MG,390819.29,42.07243455152892
356,2024-01-04,20,15,Site,5,3552.71,5920.01,Sudeste,17763.55,29600.050000000003,-11836.500000000004,Jan,2024-01-01,20,Produto_20,Notebook,SmartHub,18-25,F,RJ,230049.16,71.02088962202687
357,2024-01-16,19,50,App,4,5059.19,1727.34,Nordeste,20236.76,6909.36,13327.399999999998,Jan,2024-01-01,19,Produto_19,Notebook,NovaTech,46-60,M,SP,230049.16,71.02088962202687
358,2024-10-06,13,3,Site,5,5214.92,2420.88,Sudeste,26074.6,12104.400000000001,13970.199999999997,Oct,2024-10-01,13,Produto_13,Smartphone,SmartHub,36-45,M,MG,,
359,2024-12-01,14,49,Marketplace,2,6765.66,4148.16,Norte,13531.32,8296.32,5235.0,Dec,2024-12-01,14,Produto_14,Acessório,SmartHub,26-35,M,PR,,
360,2024-09-03,10,36,Site,4,2666.89,4903.58,Norte,10667.56,19614.32,-8946.76,Sep,2024-09-01,10,Produto_10,Acessório,TechOne,46-60,M,PR,,
361,2024-09-14,11,4,Site,2,5529.63,2550.96,Norte,11059.26,5101.92,5957.34,Sep,2024-09-01,11,Produto_11,Acessório,TechOne,26-35,F,SP,,
362,2024-06-08,2,14,App,2,7696.76,1913.24,Norte,15393.52,3826.48,11567.04,Jun,2024-06-01,2,Produto_2,Smartphone,NovaTech,36-45,M,RS,242511.4,53.36185845283974
363,2024-12-05,9,41,Site,3,5868.92,5631.93,Sul,17606.760000000002,16895.79,710.9700000000012,Dec,2024-12-01,9,Produto_9,Acessório,NovaTech,46-60,M,PR,,
364,2024-05-31,17,41,Site,4,3969.98,4088.7,Nordeste,15879.92,16354.8,-474.8799999999992,May,2024-05-01,17,Produto_17,Notebook,NovaTech,46-60,M,PR,,
365,2024-06-26,3,25,Marketplace,5,5082.67,784.61,Norte,25413.35,3923.05,21490.3,Jun,2024-06-01,3,Produto_3,Acessório,TechOne,18-25,F,MG,242511.4,53.36185845283974
366,2024-06-11,6,50,Site,2,5943.49,488.05,Norte,11886.98,976.1,10910.88,Jun,2024-06-01,6,Produto_6,Smartphone,DataX,46-60,M,SP,242511.4,53.36185845283974
367,2024-02-02,5,10,Marketplace,3,4936.98,2942.62,Centro-Oeste,14810.939999999999,8827.86,5983.079999999998,Feb,2024-02-01,5,Produto_5,Smartphone,NovaTech,18-25,F,SP,,
368,2024-06-27,5,21,Site,4,231.74,1382.93,Nordeste,926.96,5531.72,-4604.76,Jun,2024-06-01,5,Produto_5,Smartphone,NovaTech,46-60,F,MG,242511.4,53.36185845283974
369,2024-04-10,15,36,Site,4,1638.71,1583.59,Sudeste,6554.84,6334.36,220.48000000000047,Apr,2024-04-01,15,Produto_15,Notebook,DataX,46-60,M,PR,,
370,2024-09-24,17,12,Marketplace,1,6502.7,5275.94,Nordeste,6502.7,5275.94,1226.7600000000002,Sep,2024-09-01,17,Produto_17,Notebook,NovaTech,18-25,M,PR,,
371,2024-11-18,9,27,Site,1,2253.94,610.23,Nordeste,2253.94,610.23,1643.71,Nov,2024-11-01,9,Produto_9,Acessório,NovaTech,18-25,M,MG,390819.29,42.07243455152892
372,2024-03-05,3,40,Site,2,5879.34,4314.96,Nordeste,11758.68,8629.92,3128.76,Mar,2024-03-01,3,Produto_3,Acessório,TechOne,18-25,M,SP,541782.03,12.319602036265396
373,2024-06-16,20,2,Site,1,3039.75,1685.16,Norte,3039.75,1685.16,1354.59,Jun,2024-06-01,20,Produto_20,Notebook,SmartHub,26-35,M,MG,242511.4,53.36185845283974
374,2024-11-25,17,13,Site,2,4222.89,4581.14,Norte,8445.78,9162.28,-716.5,Nov,2024-11-01,17,Produto_17,Notebook,NovaTech,36-45,F,SP,390819.29,42.07243455152892
375,2024-02-12,10,32,Marketplace,5,636.99,4356.68,Sul,3184.95,21783.4,-18598.45,Feb,2024-02-01,10,Produto_10,Acessório,TechOne,46-60,F,SP,,
376,2024-02-13,3,31,Site,2,1531.68,123.76,Sudeste,3063.36,247.52,2815.84,Feb,2024-02-01,3,Produto_3,Acessório,TechOne,36-45,F,MG,,
377,2024-10-11,18,16,Marketplace,1,7661.86,3094.08,Centro-Oeste,7661.86,3094.08,4567.78,Oct,2024-10-01,18,Produto_18,Notebook,NovaTech,18-25,F,SP,,
378,2024-01-12,18,32,Marketplace,5,7132.09,904.77,Nordeste,35660.45,4523.85,31136.6,Jan,2024-01-01,18,Produto_18,Notebook,NovaTech,46-60,F,SP,230049.16,71.02088962202687
379,2024-04-04,17,32,App,1,5252.97,5208.06,Sudeste,5252.97,5208.06,44.909999999999854,Apr,2024-04-01,17,Produto_17,Notebook,NovaTech,46-60,F,SP,,
380,2024-10-28,3,34,Marketplace,2,3731.19,5239.79,Sudeste,7462.38,10479.58,-3017.2,Oct,2024-10-01,3,Produto_3,Acessório,TechOne,46-60,M,RJ,,
381,2024-09-09,3,11,Site,3,5438.51,2556.61,Sul,16315.53,7669.83,8645.7,Sep,2024-09-01,3,Produto_3,Acessório,TechOne,36-45,F,RS,,
382,2024-08-29,6,10,Marketplace,4,4987.02,2710.82,Centro-Oeste,19948.08,10843.28,9104.800000000001,Aug,2024-08-01,6,Produto_6,Smartphone,DataX,18-25,F,SP,,
383,2024-02-04,13,15,Site,1,4591.56,1875.44,Nordeste,4591.56,1875.44,2716.1200000000003,Feb,2024-02-01,13,Produto_13,Smartphone,SmartHub,18-25,F,RJ,,
384,2024-08-02,15,17,App,2,567.5,4322.31,Centro-Oeste,1135.0,8644.62,-7509.620000000001,Aug,2024-08-01,15,Produto_15,Notebook,DataX,36-45,M,PR,,
385,2024-12-02,9,40,App,5,5099.14,2203.28,Sul,25495.7,11016.400000000001,14479.3,Dec,2024-12-01,9,Produto_9,Acessório,NovaTech,18-25,M,SP,,
386,2024-03-30,4,18,Site,1,6174.47,1665.33,Norte,6174.47,1665.33,4509.14,Mar,2024-03-01,4,Produto_4,Acessório,TechOne,26-35,F,PR,541782.03,12.319602036265396
387,2024-09-20,14,9,App,1,7953.25,2638.81,Sudeste,7953.25,2638.81,5314.4400000000005,Sep,2024-09-01,14,Produto_14,Acessório,SmartHub,46-60,F,RJ,,
388,2024-04-02,5,25,Marketplace,4,187.52,621.61,Nordeste,750.08,2486.44,-1736.3600000000001,Apr,2024-04-01,5,Produto_5,Smartphone,NovaTech,18-25,F,MG,,
389,2024-03-30,2,40,Site,2,5868.37,4499.89,Norte,11736.74,8999.78,2736.959999999999,Mar,2024-03-01,2,Produto_2,Smartphone,NovaTech,18-25,M,SP,541782.03,12.319602036265396
390,2024-04-24,11,14,Site,3,4617.14,154.57,Sul,13851.420000000002,463.71,13387.710000000003,Apr,2024-04-01,11,Produto_11,Acessório,TechOne,36-45,M,RS,,
391,2024-04-14,9,25,Marketplace,5,3529.01,3895.35,Centro-Oeste,17645.050000000003,19476.75,-1831.699999999997,Apr,2024-04-01,9,Produto_9,Acessório,NovaTech,18-25,F,MG,,
392,2024-07-14,3,50,App,2,1107.8,1162.56,Sudeste,2215.6,2325.12,-109.51999999999998,Jul,2024-07-01,3,Produto_3,Acessório,TechOne,46-60,M,SP,536793.41,22.771958023851298
393,2024-11-09,9,22,Marketplace,5,3331.77,1455.83,Nordeste,16658.85,7279.15,9379.699999999999,Nov,2024-11-01,9,Produto_9,Acessório,NovaTech,26-35,M,RS,390819.29,42.07243455152892
394,2024-04-23,3,30,Marketplace,1,2899.58,3842.94,Norte,2899.58,3842.94,-943.3600000000001,Apr,2024-04-01,3,Produto_3,Acessório,TechOne,46-60,M,PE,,
395,2024-03-15,2,20,Marketplace,4,2492.36,5958.23,Norte,9969.44,23832.92,-13863.479999999998,Mar,2024-03-01,2,Produto_2,Smartphone,NovaTech,18-25,F,BA,541782.03,12.319602036265396
396,2024-08-04,12,21,Marketplace,4,5873.95,4684.09,Sudeste,23495.8,18736.36,4759.439999999999,Aug,2024-08-01,12,Produto_12,Acessório,SmartHub,46-60,F,MG,,
397,2024-10-03,10,44,Site,3,5635.73,1416.97,Centro-Oeste,16907.19,4250.91,12656.279999999999,Oct,2024-10-01,10,Produto_10,Acessório,TechOne,46-60,M,RJ,,
398,2024-09-05,9,32,Site,4,4753.26,1122.07,Sul,19013.04,4488.28,14524.760000000002,Sep,2024-09-01,9,Produto_9,Acessório,NovaTech,46-60,F,SP,,
399,2024-06-12,15,46,Marketplace,1,7515.45,5208.1,Centro-Oeste,7515.45,5208.1,2307.3499999999995,Jun,2024-06-01,15,Produto_15,Notebook,DataX,26-35,F,BA,242511.4,53.36185845283974
400,2024-12-22,8,49,App,3,2863.85,2709.57,Centro-Oeste,8591.55,8128.710000000001,462.8399999999983,Dec,2024-12-01,8,Produto_8,Notebook,TechOne,26-35,M,PR,,
401,2024-07-10,5,21,Site,2,2026.04,891.35,Centro-Oeste,4052.08,1782.7,2269.38,Jul,2024-07-01,5,Produto_5,Smartphone,NovaTech,46-60,F,MG,536793.41,22.771958023851298
402,2024-08-14,11,35,Site,4,5281.64,5184.29,Sudeste,21126.56,20737.16,389.40000000000146,Aug,2024-08-01,11,Produto_11,Acessório,TechOne,18-25,M,PR,,
403,2024-06-25,2,32,Marketplace,3,1670.63,4911.27,Sudeste,5011.89,14733.810000000001,-9721.920000000002,Jun,2024-06-01,2,Produto_2,Smartphone,NovaTech,46-60,F,SP,242511.4,53.36185845283974
404,2024-04-08,15,30,App,1,2588.58,5904.73,Sul,2588.58,5904.73,-3316.1499999999996,Apr,2024-04-01,15,Produto_15,Notebook,DataX,46-60,M,PE,,
405,2024-02-05,6,39,App,5,1874.36,5465.68,Centro-Oeste,9371.8,27328.4,-17956.600000000002,Feb,2024-02-01,6,Produto_6,Smartphone,DataX,26-35,M,MG,,
406,2024-04-05,8,49,App,5,646.31,5122.6,Sudeste,3231.5499999999997,25613.0,-22381.45,Apr,2024-04-01,8,Produto_8,Notebook,TechOne,26-35,M,PR,,
407,2024-05-31,5,12,Site,1,6637.24,391.24,Sul,6637.24,391.24,6246.0,May,2024-05-01,5,Produto_5,Smartphone,NovaTech,18-25,M,PR,,
408,2024-05-30,16,41,Site,1,2110.87,698.14,Sul,2110.87,698.14,1412.73,May,2024-05-01,16,Produto_16,Smartphone,NovaTech,46-60,M,PR,,
409,2024-07-08,18,47,Site,5,3836.92,3448.38,Centro-Oeste,19184.6,17241.9,1942.699999999997,Jul,2024-07-01,18,Produto_18,Notebook,NovaTech,26-35,F,MG,536793.41,22.771958023851298
410,2024-08-11,6,18,Site,3,442.19,3226.36,Nordeste,1326.57,9679.08,-8352.51,Aug,2024-08-01,6,Produto_6,Smartphone,DataX,26-35,F,PR,,
411,2024-02-06,5,21,Marketplace,5,5624.78,2791.14,Centro-Oeste,28123.899999999998,13955.699999999999,14168.199999999999,Feb,2024-02-01,5,Produto_5,Smartphone,NovaTech,46-60,F,MG,,
412,2024-09-24,16,13,App,1,2711.43,2428.99,Nordeste,2711.43,2428.99,282.44000000000005,Sep,2024-09-01,16,Produto_16,Smartphone,NovaTech,36-45,F,SP,,
413,2024-07-01,13,21,Marketplace,4,5983.42,2632.77,Sul,23933.68,10531.08,13402.6,Jul,2024-07-01,13,Produto_13,Smartphone,SmartHub,46-60,F,MG,536793.41,22.771958023851298
414,2024-01-13,5,8,Marketplace,2,3357.98,3450.24,Sudeste,6715.96,6900.48,-184.51999999999953,Jan,2024-01-01,5,Produto_5,Smartphone,NovaTech,46-60,F,PR,230049.16,71.02088962202687
415,2024-10-05,13,46,Site,4,1646.47,92.29,Norte,6585.88,369.16,6216.72,Oct,2024-10-01,13,Produto_13,Smartphone,SmartHub,26-35,F,BA,,
416,2024-08-04,17,40,App,4,4154.08,1623.4,Sul,16616.32,6493.6,10122.72,Aug,2024-08-01,17,Produto_17,Notebook,NovaTech,18-25,M,SP,,
417,2024-12-20,18,46,App,1,1130.99,3148.22,Sudeste,1130.99,3148.22,-2017.2299999999998,Dec,2024-12-01,18,Produto_18,Notebook,NovaTech,26-35,F,BA,,
418,2024-12-26,8,7,Marketplace,5,3580.26,4355.52,Sul,17901.300000000003,21777.600000000002,-3876.2999999999993,Dec,2024-12-01,8,Produto_8,Notebook,TechOne,36-45,F,RJ,,
419,2024-10-12,13,23,Site,3,2606.71,1111.01,Centro-Oeste,7820.13,3333.0299999999997,4487.1,Oct,2024-10-01,13,Produto_13,Smartphone,SmartHub,26-35,F,PE,,
420,2024-09-29,19,44,App,4,7304.48,3317.54,Nordeste,29217.92,13270.16,15947.759999999998,Sep,2024-09-01,19,Produto_19,Notebook,NovaTech,46-60,M,RJ,,
421,2024-03-02,3,32,App,5,581.34,4309.6,Sul,2906.7000000000003,21548.0,-18641.3,Mar,2024-03-01,3,Produto_3,Acessório,TechOne,46-60,F,SP,541782.03,12.319602036265396
422,2024-03-24,8,11,Site,3,5582.74,2712.2,Sudeste,16748.22,8136.599999999999,8611.620000000003,Mar,2024-03-01,8,Produto_8,Notebook,TechOne,36-45,F,RS,541782.03,12.319602036265396
423,2024-08-04,2,22,Site,4,1543.73,240.32,Centro-Oeste,6174.92,961.28,5213.64,Aug,2024-08-01,2,Produto_2,Smartphone,NovaTech,26-35,M,RS,,
424,2024-12-07,8,22,App,3,2620.46,2739.67,Norte,7861.38,8219.01,-357.6300000000001,Dec,2024-12-01,8,Produto_8,Notebook,TechOne,26-35,M,RS,,
425,2024-07-05,13,43,Marketplace,5,3382.56,1834.95,Centro-Oeste,16912.8,9174.75,7738.049999999999,Jul,2024-07-01,13,Produto_13,Smartphone,SmartHub,46-60,F,RJ,536793.41,22.771958023851298
426,2024-01-19,13,25,Site,2,7273.32,5583.53,Nordeste,14546.64,11167.06,3379.58,Jan,2024-01-01,13,Produto_13,Smartphone,SmartHub,18-25,F,MG,230049.16,71.02088962202687
427,2024-06-25,1,22,App,5,2016.37,817.71,Centro-Oeste,10081.849999999999,4088.55,5993.299999999998,Jun,2024-06-01,1,Produto_1,Acessório,NovaTech,26-35,M,RS,242511.4,53.36185845283974
428,2024-04-09,6,28,Site,1,821.34,3942.66,Norte,821.34,3942.66,-3121.3199999999997,Apr,2024-04-01,6,Produto_6,Smartphone,DataX,26-35,F,BA,,
